,neg,neu,pos,compound,email_text,email_type
1784,0.039,0.864,0.097,0.5152,need your pills ? we have it scrawl mohawk redshank scabrous showroom monitory wattle want a prescription medication ? find it here ! we have all medications you may possibly need ! you name it ! we have it ! stop receiving promotional material now aurora dissipate downward sprinkle gaberones healthy capacious,1
1785,0.0,0.923,0.077,0.34,"URL: http://jeremy.zawodny.com/blog/archives/000217.html
Date: 2002-10-02T22:22:55-08:00The business news of the day has long been telling us that we're in a very slow 
economic period. Yet I've received multiple job solicitations recently. Not 
random head-hunters or anything. People I know, who know me relatively well, 
want...
",0
1786,0.034,0.826,0.14,0.9783,"office 2003 $ 8 o . adobe photosh 0 p $ 8 o , office xp $ 100 , norton 2004 $ 15 , xp pro $ 5 o means sandwich listen guarantee independent pretty south easy brown felt whose in quit child super cheaap softwares & shiip to all countrieswe have every popular softwares u need ! you name it normal : $ 299 . oo ; you saave $ 249 . oo adobe acrobat v 6 . o professional pc - my price : $ 1 oo ; normal : $ 449 . 95 ; you saave $ 349 . 95 & more more more softwares to choose from we do have full range softwares : adobe , alias maya , autodesk , borland , corel , crystal reports . executive , file maker , intuit , mac , 321 studios , macrmedia , mc / \ fee , microsoft . nero , pinnacle systems , powerquest , quark , red hat , riverdeep , roxio , symantec , vmware softwares & 315 more popular titles for youcheckk out 315 more popular softwares on our siteguaaranteed super low prlce = = = ciick here to check out = = = carrying party usual catch grandfather hill convenient form die ask principle busy replied better degree people looks clothes to - morrow trouble speak however they",1
1787,0.02,0.933,0.047,0.7906,"re : the objective seems to have gotten alittle lost here . we want the terms to be firm and as specific as the version we had on friday ( although i take point about arbitration and vesting of rest stock - although we have to insert something in here ) . bear in mind umbrella had agreed to these terms and mark m and lance were to run them passed top gun . presuming they did , seems to me it is reasonable to assume this is what the deal will actualy be ( lance also mentioned creditor committee had seen umbrella ' s term sheet last week ) . the covering memo should be explicit in asking the ee to confirm that if a deal was presented in substantially these terms , they would sign them . the wording needs to be tight and regardless of it ' s enforceability make above clear . in other words let ' s make it look as binding as we can . if we really can ' t do above let ' s say so and we can look at plan b . john , it may be best we can achieve here is an indicative draft which we talk with top 20 about and tee them up for real thing circa jan 10 . however let ' s wait and see if we can get one more draft done for weds . david - - - - - - - - - - - - - - - - - - - - - - - - - - sent from my blackberry wireless handheld ( www . blackberry . net )",0
1788,0.029,0.941,0.03,0.296,"On 10 Sep 2002, Gary Lawrence Murphy wrote:--]It's a myth that we don't use parts of our brain.  We use it all,
--]always.  It's just that our culturally-induced focal-point causes most
--]of us to most of the time ignore and waste 99.999% of it.  ""Lucid"" is
--]a measure of notch-filter bandwidth; all stations are broadcasting,
--]but we only /choose/ Easy Rock 105.
--]
--]For example, don't look now but your shoes are full of feet.Nice imagery. When the filters come down ( choose your method)it is very
much the case. Not  only are your shoes full of toes, but your toes are
full of bones, blood , muscle and toejam. All these things are
evident...unless you got your  filters up.Life, the ultimate spam:)--tom
",0
1789,0.019,0.906,0.075,0.7418,"new procedures for enron it purchasing attention ! starting 06 / 22 / 00 , enron it purchasing will no longer be able to receive orders for it equipment . to place an order , please proceed to the following website : http : / / itcentral . enron . com any orders sent to enron it purchasing before this date will be processed - - you do not need to enter another request . enron it purchasing will still be open to status requests , approval notifications and pricing inquiries . thank you very much for your patience and cooperation ! it sourcing and procurement .",0
1790,0.008,0.915,0.076,0.9991,"third international icsc symposia third international icsc symposia on intelligent industrial automation ( iia ' 99 ) http : / / www . icsc . ab . ca / iia99 . htm and soft computing ( soco ' 99 ) http : / / www . icsc . ab . ca / soco99 . htm june 1 - 4 , 1999 at the palazzo ducale in genova , italy introduction the international symposia on intelligent industrial automation ( iia ' 99 ) and soft computing ( soco ' 99 ) intend to encompass short-to - long-term effects of advanced information technology , soft computing and other related ' intelligent technolgies ' in application fields such as industrial automation , control , diagnostics , computer vision , robotics , speech recognition and machine translation . the general aim of the symposia is to address and underline the existing and emerging relationships between automation , manufacturing and intelligent technolgies , with particular emphasis on soft computing . contributions are sought on intelligent automation and manufacturing with emphasis on current and potential applications , with a broad interest in all the engineering disciplines , computer science and related technology fields . following the success of iia / soco ' 96 ( reading , england ) and iia / soco ' 97 ( nmes , france ) , the third symposium will be held in genova , italy . the iia / soco series have established themselves as a platform for scientists and practitioners from academic , governmental and industrial institutions to discuss new developments and results in the field of intelligent technologies . a further follow-up conference has already been scheduled for the year 2001 in paisley , scotland . purpose of iia ' 99 and soco ' 99 advances in soft computing and related techniques : theory and applications . ait ( advanced information technology ) is one of the major technological drivers in the advancement of modern society . nowadays any major achievement , related to any field of research , is strongly supported by proper ait based tools . very often , such achievements have only been possible after a proper ait approach has been designed and implemented . it is widely known that ait has a very strong impact on society itself , radically changing the skills and competencies required in order to contribute to the everyday human environment . given that nowadays the major effort in ait development is spent in the so called ' soft - computing ' arena and that some of the major and indeed , surprising , achievements in industrial applications come from the application of soft-computing techniques , the two symposia ( iia ' 99 and soco ' 99 ) will have many common areas of interest , namely : - neural networks - fuzzy logic - genetic algorithms - chaos theory - ai and expert systems - machine learning - pattern recognition and image understanding the programs of the two conferences will , however , reflect different themes : - iia ' 99 will be directed toward the medium-to - short term , application driven , research area in intelligent technologies . - soco ' 99 is directed toward the long term research in area of soft computing in order to try to overcome the usual borderline existing between theory and application , the two symposia are run jointly , organized in a way to have partial overlap with some joint sessions and some common plenary sessions . aim of iia ' 99 / soco ' 99 1 . to give both a wide and a deep view of advances in ait advancement offered by soft-computing technologies . 2 . to give both the industrial and academic researcher the opportunity to discuss together real problems and opportunities . 3 . to collect ' best practice ' and information on how to perform experiments , tests and design products and processes embedding and / or using soft-computing technologies . 4 . to explicitly and actively function as a ' technology broker ' , giving the opportunity for people to become aware of new problems and possible solutions and giving the possibility of finding technological partners for joint research and / or future application programs . topics of iia ' 99 iia ' 99 will include contributions in the research area of soft computing application and , more in general , related to medium-to - short term and application driven developments advanced information technology and industrial intelligent technology . particular emphasis will be laid on industrial realization , experimental application , application methodology development and / or formalization , quantitative and qualitative problem modeling . contributions are sought mainly in the areas based on the list below : a ) industrial area - industry - energy - transportation - services - consumer - etc . b ) high - tech area - innovative control and diagnostics - computer vision - robotics and remote sensing - speech recognition and machine translation - etc . c ) green - tech area - intelligent resource management - intelligent pollutant management - user behavior modeling - intelligent traffic control - etc . topics of soco ' 99 soco ' 99 will include contributions on long term research ( theory development , enhanced approaches , formal methods comparisons , applications , etc . ) in the area of soft-computing . contributions are sought in areas based on the list below , which is indicative only . - neural networks - fuzzy logic - rough sets - genetic algorithms and evolutionary computing - chaos theory - ai and expert systems - probabilistic reasoning - machine learning - learning algorithms and intelligent control - pattern recognition and image understanding - distributed intelligence - self - organizing systems - fuzzy databases and information retrieval - educational aspects of soft computing special session a special session on ' intelligent systems in control and process optimization ' including a plenary lecture is sponsored by the ifs network and organized by alberto servida , italy . contributions are welcome . conference location the symposia will be held at the palazzo ducale , a beautiful historic building in the city centre of genova , italy sponsors iia ' 99 and soco ' 99 are sponsored by : - ansaldo s . p . a . - disi - department of computer and information sciences at the university of genoa , italy - commune di genova , italy - university of genova , italy - cybernetics and biophysics national group of the national research council - ieee neural network council italian regional interest group - international neural networks society and inns special interest group italy - thematic network ifs ( intelligent forecasting system for refineries and power systems ) - icsc international computer science conventions , canada / switzerland iia ' 99 symposium committee - honorary chair yutaka kuwahara , r & d centre , hitachi europe ltd . - symposium chair riccardo parenti , ansaldo ricerche , genova , italy - symposium vice chair colin fyfe , university of paisley , scotland , u . k . - scientific secretary carla penno , ansaldo ricerche , genova , italy - international scientific committee roberto baratti , italy zeungnam bien , korea piero bonissone , usa pierre borne , france hans - heinrich bothe , switzerland / germany abhay bulsari , finland daniele caviglia , italy vincent chapurlat , france raja chatila , france richard d . colbaugh , usa anna maria colla , italy clarence w . de silva , canada h . a . donegan , u . k . jos r . dorronsorro , spain patrick gallinari , france edoardo gilardi , italy madan m . gupta , canada henry h . hexmoor , usa r . j . howlett , u . k charles mclean , usa antony a . maciejewski , usa janine magnier , france franco masulli , italy fazel naghdy , australia saeid nahavandi , australia charles c . nguyen , usa david pearson , france duc t . pham , u . k . brian roffel , netherlands alberto servida , italy peter vas , u . k . leonello zaquini , italy jacek m . zurada , usa soco ' 99 symposium committee - honorary chair antonio di nola , university di napoli federico ii , naples , italy - symposium chair francesco masulli , university of genoa , italy - symposium vice chair colin fyfe , university of paisley , scotland , u . k . - international scientific committee henry abarbanel , usa ethem alpaydin , turkey peter g . anderson , usa valeriu beiu , usa gerardo beni , usa franco bignone , italy freimut bodendorf , germany andrej dobnikar , slovenia marco dorigo , belgium gerard dray , france marco gori , italy hans hellendoorn , netherlands laszlo koczy , hungary mohammad jamshidi , usa james keller , usa bart kosko , usa ludmila kuncheva , u . k . franz kurfess , usa sadaaki miyamoto , japan claudio moraga , germany pietro morasso , italy francesco carlo morabito , italy david w . pearson , france rjean plamondon , canada henrik saxen , finland george d . smith , u . k . nigel steele , u . k . leonard studer , switzerland yoshinori uesaka , japan call for papers prospective authors are requested to send a draft paper ( maximum 7 pages ) for review by the international scientific committee . all submissions must be written in english , starting with a succinct statement of the problem , the results achieved , their significance and a comparison with previous work , as well as a list of references . the submissions should also include : - title of conference ( soco ' 99 or iia ' 99 ) - type of paper ( regular , demonstration , tutorial or invited ) - title of proposed paper - authors names , affiliations , addresses - name of author to contact for correspondence - e - mail address and fax # of contact author - topics which best describe the paper ( max . 5 keywords ) - short c . v . of authors contributions are welcome from those working in industry and having experience in the topics of this symposium as well as from academics . symposium language is english . invited sessions , tutorial papers , demonstrations and contributions to the special session on ' intelligent systems in control and process optimization ' are also encouraged . submission of papers submissions must be sent by september 10 , 1998 either by - electronic mail ( recommended ) to operating @ icsc . ab . ca ( text , postscript or word files ) or - fax to icsc canada + 1-403 - 387-4329 or - airmail ( 2 copies ) to : icsc canada p . o . box 279 millet , ab t0c 1z0 canada important dates submission of draft papers : september 10 , 1998 notification of acceptance : november 30 , 1998 delivery of final papers : january 31 , 1999 tutorials and workshops : june 1 , 1999 iia ' 99 / soco ' 99 symposia : june 2 - 4 , 1999 further information for more detailed information , please consult the following websites : - iia ' 99 : http : / / www . icsc . ab . ca / iia99 . htm - soco ' 99 : http : / / www . icsc . ab . ca / soco99 . htm or forward any questions to the conference organizer mailto : operating @ icsc . ab . ca conference organizer icsc international computer science conventions p . o . box 279 millet , alberta t0c 1z0 canada email : mailto : operating @ icsc . ab . ca url : http : / / www . icsc . ab . ca fax : + 1-403 - 387-4329 ( after january 25 , 1999 : + 1-780 - 387-4329 ) phone : + 1-403 - 387-3546 ( after january 25 , 1999 : + 1-780 - 387-3546 )",0
1791,0.0,0.838,0.162,0.9746,"free live video sex ! ! ! * * * * * * * * * * * * * * * * attention video sex lovers * * * * * * * * * * * * * * * * * never pay for video sex ever again . brand new totally free live video = sex website . come check out over 600 live video sex channels ! http : / / 207 . 105 . 143 . 54 / teenporn / a002 not forgetting hundreds of xxx mpeg videos , pictures , hot stories , = 20 special star features adult games and even an online casino ! = 20 http : / / 207 . 105 . 143 . 54 / teenporn / a002",1
1792,0.021,0.862,0.118,0.9903,"Dear fma ,
Â Â Â Â Â Â Â Â Â Â  Want   
      To Harvest A Lot Of EmailÂ Â  Addresses In A Very Short Time?
Easy Email   
      SearcherÂ  isÂ    
      aÂ  powerfulÂ  EmailÂ  softwareÂ Â  thatÂ    
      harvests general Email lists from mail serversÂ Â  Easy Email Searcher can get 100,000 Email addresses directly from the Email   
      servers in only one hour!Â Easy Email   
        Searcher is a 32 bit Windows Program for e-mail marketing. It   
        is intended for easy and convenient search large e-mail address lists   
        from mail servers. The program can be operated on Windows 95/98/ME/2000   
        and NT.
Easy Email   
        Searcher support multi-threads (up to 512   
        connections).
Easy Email   
        Searcher has the abilityÂ  to reconnect to the mail   
        server if the server has disconnected and continue the searching at the   
        point where it has been interrupted.
Easy Email   
        Searcher has an ergonomic interface that is easy to set up   
        and simple to use. 
ï¿½ï¿½Easy Email Searcher is an email   
      address searcher and bulk e-mail sender. It can verify more than 5500   
      email addresses per minute at only 56Kbps speed. It even allows you send   
      email to valid email address while searching. You can save the searching   
      progress and load it to resume work at your convenience. All you need to   
      do is just input an email address, and press the ""Search""   
      button.
Very 
      Low Price ! -------Â  Now,Â  The full version of Easy Email 
      Searcher only costs $ 
      39. 95
Click The Following Link To   
      Download The Demo :
Download Site   
      1
Download Site   
      2Â Â Â Â Â Â Â Â Â Â Â  ï¿½ï¿½IfÂ  you can not download this program ,Â  please   
      copy the following link into your URL , and then click "" Enter"" on your   
      Computer Keyboard.
Here is the   
      download links:http://www.wldinfo.com/download/email/newees.zip
http://bestsoft.3322.org/onlinedown/newees.zip
Disclaimer:We are strongly against continuously sending   
      unsolicited emails to those who do not wish to receive our special   
      mailings. We have attained the services of an independent 3rd party to   
      overlook list management and removal services. This is not unsolicited   
      email. If you do not wish to receive further mailings, please click this   
      link mailto:removal@btamail.net.cn  
      .Â This message is a commercial advertisement. It is compliant  
      with all federal and state laws regarding email messages including the  
      California Business and Professions Code. We have provided the subject  
      line ""ADV"" to provide you notification that this is a commercial  
      advertisement for persons over 18yrs old.
",1
1793,0.038,0.801,0.161,0.9841,"
BODY {font-family=""Arial""}
TT {font-family=""Courier New""}
BLOCKQUOTE.CITE {margin:0; padding-left:0.5em; border-left:2px solid;}
SPAN.TABOOHEADER {display=none}Online Loan Service
What Are You Waiting For?
 
Rates Have Dipped....Approvals Are Up!
7
Now you can shop for your home loan and get the best deal possible 
through our
 
Online Home Loan Service. Free with 
no obligation!
Act Now! This is the time to take advantage of falling interest 
rates.
Regardless of your 
credit or income level, money is available for any situation. 
We are working with many lenders who will offer you the best deal possible fora home loan based on your situation. 
Refinance to a lower 
rate and payment with or without cash in your pocket.
Second Mortgage or an Equity Line to pay off bills, improve your 
home or just get some cash for what ever purpose you like.
We have eliminated the 
hassle of shopping for a loan. 
It's simple an fast!
Just complete our 
2 minute form which provides the data base
with the information needed to evaluate your situation and get you a free loan 
quotation.
We don't pull your 
credit or ask for your social security number.
It is that easy!
Just CLICK HERE and watch 
the lenders compete for your business. You are in charge!We apologize for any email you may have inadvertently received.
Please
CLICK HERE 
to opt out from future newsletters.
9455qyBX6-240Yxfy9620HnbI4-618JPZu7866ZfVB3-590sOHD5982LDnl552163euDu5-512jPdy6605FwVf4-771cAuR6578vpMg9-113Zl45",1
1794,0.0,0.868,0.132,0.8718,"stocks on the move ! pdc innovative industries inc . ( symbol pdci ) , otc bulletin board is prepared for a big move says stock market analysts . recently reverse split 40 for 1 and currently trading at 4 dollars per share . if the stock hits 3 split level the price could easily hit 10 to 12 dollars per share . pdci recently announces major news concerning production and sales projections . for more info check dow jones historical new .",1
1795,0.0,1.0,0.0,0.0,ben i need you to sell the canadian turbines . call me . lavo,0
1796,0.025,0.913,0.063,0.7156,"we created this just for you ! a vacation just for you ! to the most exotic place on earth . . . . . . florida ! special online promotional vacation package is brought to you for a limited time only , so don ' t wait ! vist our website now for more information on price and package info . ( sorry , offer not available to travel agents for resale ) offer now available world wide ! ! ! for full details go to : http : / / 3438189349 / ak2 / pic73 / trip . html for removal from our mailing list please go to : http : / / 3438189349 / ak2 / pic73 / removepage . html",1
1797,0.018,0.971,0.012,-0.2023,tommy lee and heather locklear ( before pamela anderson ) ( 9875 ) live sincity xxxclub pictures and videos . featuring exclusive photos of . . . - tommy lee and heather locklear ( before pamela anderson ) - a calista flockheart strip tease ( aka ally mcbeal ) - plus much much more http : / / 208 . 234 . 97 . 99 / adult / mywife / index . html * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 72435,1
1798,0.121,0.809,0.07,-0.5349,"What the hell is it with these mini remote control cars? Not only has 
my mailbox been full of spam advertising them, but there's a fairly 
large stall selling them at Paddington station.
-- 
  Joe McNally :: Flaneur at Large :: http://www.flaneur.org.uk
--
""What's orange and looks good on hippies? Fire."" - Steve Albini
--
Currently playing: nothing.To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",0
1799,0.01,0.965,0.025,0.5106,"eol confirmation - transwestern pipeline company this message is to confirm your eol transaction with transwestern pipeline company . you have successfully acquired the package ( s ) listed below . if you have questions or concerns regarding the transaction ( s ) , please call craig buehler at ( 713 ) 853 - 6964 prior to placing your nominations for these volumes . us pipeline capacity tw ( firm ) transaction no : 60989 product name : lamaquina - i / b link time stamp : sep 24 2001 2 : 20 pm tw request # : 27635 shipper name : burlington resources trading , inc . tw contract # : 27713 volume : 15 , 000 dth / d rate : $ 0 . 0500 / d 1 - part ( combined reservation & commodity ) 100 % load factor + applicable fuel and unaccounted for term : 10 / 01 / 2001 through 10 / 31 / 01 primary points : rp 500539 wfs la maquina plant i / c dp 500545 i / b link alternate points : rp 500535 wfs ignacio dp 500540 epng / blanco contact : craig buehler phone ( 713 ) 853 - 6964 fax ( 713 ) 646 - 8085 email craig . buehler @ enron . com",0
1800,0.043,0.901,0.057,0.2441,"neuro tests start december lth hi there brother - win the battle with pain v * 1 _ c ' 0 - d ' 1 * n 750 m . gg 3 o pllls 169 . oo more info same day shlpp 1 ng to never agaln updates your details sergio oakley lecturer intop bio lab inc . china , shanghai , china phone : 141 - 717 - 8955 mobile : 432 - 271 - 8241 email : lmxypduw @ businessnet . de this is a confirmation message this freeware is a 52 hour trial software notes : the contents of this message is for information and should not be wont biennium quahog crania eben time : mon , 03 jan 2005 01 : 46 : 54 - 0800",1
